id,name,link,score,discounts,freebies,subscriptions
24869,Cake Box - Stratford,https://www.eggfreecake.co.uk/storelocator/west-ham-lane.html,1,,,{'d email newsletters.SubscribeEggfree Cake BoxSe'}
49300,My London Painter,https://mylondonpainter.co.uk/,4,,"{'total peace of mind.FREE QUOTEOur WorkABOUT ', 'g quotes are always FREE and most of the tim'}",
8711,"Brinkley's Wines Fulham, formerly Joe's Brasserie",http://www.brinkleys.com/wineshop,18,{'30% discount'},"{' off premise sales. Free local wine delivery', 'rinkley’s Wine Shop.Free local delivery by a'}","{' else and you may unsubscribe at any time.Brink', 't the weekends.*\xa0by subscribing below you agree', 'r Wine Shop\xa0updates:Subscribe NowUp to 30% disc', 'r Wine Shop\xa0updates:Subscribe NowThanks for sub'}"
47553,Forever Dance UK,http://www.foreverdance.co.uk/,2,,,"{'stimonialsContact UsVouchers', 'stimonialsContact UsVouchersSocial dancing in N'}"
49284,New Cross Natural Therapy Centre,http://www.newcrossnaturaltherapy.com/,3,,{'r own car park with free parking space for f'},"{' up your bikes.Gift Vouchers are available, you'}"
5975,Bambrows,http://www.bambrows.com/,4,,"{'o everyone, so feel free to pop in and say H'}","{' ON SOCIAL MEDIA OR SUBSCRIBING TO OUR NEWS MAI', 'LING LIST.SubscribeSign up with your '}"
25827,Croydon Vision,http://www.croydonvision.org.uk/,2,,,"{'ll HireTech for GoodMembershipSupport UsNewsContac', 'eSEE Hub£DonateAboutMembershipSupport UsBlogContac'}"
8668,Franchi plc,http://www.franchi.co.uk/,1,,,"{'To opt out, click Unsubscribe at the bottom of '}"
38478,Viva Therapies,https://www.vivatherapies.com/,3,,,"{'RegisterFollow us onSubscribe to our Newsletter', 'ccess to offers and vouchers across all of our ', 'NameEmailSubscribeContact Details42 '}"
38478,Viva Therapies,https://www.vivatherapies.com/your-hotel/,2,,,"{'RegisterFollow us onSubscribe to our Newsletter', 'NameEmailSubscribeContact Details42 '}"
38478,Viva Therapies,https://www.vivatherapies.com/fitness/personal-training/,12,{'£140We off'},,"{'RegisterFollow us onSubscribe to our Newsletter', 'NameEmailSubscribeContact Details42 '}"
48682,Well Done Service Ltd,http://www.welldonecleaning.co.uk/,2,,{'an the property for free.So whether you’re l'},
48682,Well Done Service Ltd,http://www.welldonecleaning.co.uk/faq/,4,,"{'n the disputedareas free of charge.Do you pr', 'agency in your area free of charge. For your'}",
8752,Turkish Supermarket - Kingston Food Centre,http://kingstonfoodcentre.co.uk/,1,,,"{'ood-Miscellaneous – gift cards/wrap, batteries, e'}"
8873,MarcoPhysio,http://www.marcophysio.com/,1,,,{'cohealthTestimonialsMembershipPricesAcademyThe Tea'}
23297,Malin + Goetz,http://www.malinandgoetz.co.uk/,1,,,"{'ail AddresssubmitBy subscribing, I agree to the'}"
23297,Malin + Goetz,http://www.malinandgoetz.co.uk/uncomplicate-your-regimen,3,,"{'ightweight, residue-free hydration.”shop the'}","{'ail AddresssubmitBy subscribing, I agree to the'}"
23297,Malin + Goetz,http://www.malinandgoetz.co.uk/turn-heads,5,,"{'ATE + SOFTENSULFATE-FREE.LIGHTWEIGHT HYDRATI', '+ STRENGTHENSULFATE-FREE.STRENGTHENS DRY + D'}","{'ail AddresssubmitBy subscribing, I agree to the'}"
49261,R C Pollard & Son Carpet & Upholstery Cleaning Specialists,http://rcpollardcleaning.uk/,2,,"{'"" - Anne GoodwinGet Free Estimate0208 657 03'}",
25210,Charlie Brown Hair Banstead,https://charliebrownhair.co.uk/salon/banstead/,31,"{'40% OFFOff', '£5 OFFOff', '15 % discount'}",,{'Brown Hair SalonBuy Gift CardsMy AccountHomeSalon'}
25210,Charlie Brown Hair Banstead,https://charliebrownhair.co.uk/salon/banstead/services/#perming,3,,"{'ent,\xa0 plus sulphate free shampoo is always i'}","{'own Hair, SurreyBuy Gift CardsMy AccountHomeSalon'}"
25210,Charlie Brown Hair Banstead,https://charliebrownhair.co.uk/salon/banstead/my-account/,1,,,{'arlie Brown HairBuy Gift CardsMy AccountHomeSalon'}
24848,Headshots-London,https://www.headshots-london.co.uk/,2,,"{'Quick, Easy, Hassle-Free Set-upExecutive Bus'}",
24848,Headshots-London,https://www.headshots-london.co.uk/about/,4,,"{'r service is hassle free and works around yo', 'ice with our hassle free, quick to set-up mo'}",
39514,Premier Pet Care London,http://www.premierpetcarelondon.co.uk/,2,,{' is provided at the free meet and greet :)So'},
49049,The Helen Astrid Singing Academy,http://www.thehelenastridsingingacademy.com/,2,,{'uareMileLatest News!Free singing tips and la'},
9019,Redemption Roasters,http://www.redemptionroasters.com/,13,{'10% off'},,"{'ilterShop nowCoffee SubscriptionBuy nowCoffee S', 'mentEquipmentCOFFEE SUBSCRIPTIONLOCATIONSLocati', 'dsTeas & BlendsDecafSubscriptionsCoffee subscri'}"
25808,Western Road Dental Practice,http://www.romford-dental.co.uk/,12,{'10% discount'},"{'lain veneers, metal free crowns and bridgesD'}",
47821,Hertz - Enfield B&Q,https://www.hertz.co.uk/p/car-hire/uk?utm_source=google&utm_medium=local&utm_content=LONN03&utm_campaign=GMB-Listings,28,"{'5% off', '10% off'}","{' in hand, you’ll be free to explore the boun', 'ld Plus Rewards for free. Get 5% off vehicle', 'tch it plus 10% off.Free CancellationPlans c'}","{'vacy - EmployeesCAR SUBSCRIPTIONMy Hertz Weeken', 'lectionCar SalesCar SubscriptionVAN HIREDaily V'}"
8837,"All Things Physio Kingston, Physiotherapy and Sports Injury Clinic",http://www.allthingsphysiotherapy.co.uk/what-we-do/sports-physiotherapy/,2,,{'to not just be pain-free but also to be able'},
49246,Longboys,https://longboys.co.uk/index/,4,,"{'an,dairy-freeandnut-free options, to keep ev', 'ngboys almost guilt free, we believe.Availab'}",
39363,Flock & Herd,https://flockandherd.com/,2,,{'Beckenham 🎄🎄🎄🎄🎄feel free to pop in or call y'},
38418,Angel Shed Theatre Company,http://www.angelshedtheatre.org.uk/,9,,{'gust / ages 13-18 / free to attend / no expe'},"{'2Mondays 4.00-5.00pmMembership formFind out moreCh', '5Mondays 5.30-7.00pmMembership formFind out moreYo', 'hursdays 7.30-9.00pmMembership formFind out moreMu', 'hursdays 5.30-7.00pmMembership formFind out moreYo', '+Mondays 7.30-8.45pmMembership formFind out moreDa', 'n one of our weekly membership groups in September', '+Mondays 7.30-8.45pmMembership formFind out moreWh'}"
9237,The Spine and Joint Centre,http://chiropractorealingharrow.co.uk/,2,,{'h West London. With free on-site parking and'},
47581,Uxbridge Lawn Tennis Club,https://clubspark.lta.org.uk/UxbridgeLTC,9,,{'erships come with a free British Tennis Memb'},"{'re NewsUxbridge LTC MembershipsUxbridge LTC offer ', 'ritish Tennis Membership, which will provide', 'me at Uxbridge. All memberships come with a free B', 'ail\xa0protected]About membershipHow to find usUxbrid', 'mpetitionContactHomeMembershipCoachingBookingNewsP', 'a full range of membership packages for all ag', 'CSite navigationHomeMembershipCoachingBookingNewsP'}"
39309,Celebrations Forever Limited,http://celebrations-forever.com/?utm_source=gmb&utm_medium=referral,6,,"{'nuUpdatesCovid-19 - Free DeliveryJan 6, 2021', 'eCall nowCovid-19 - Free Delivery24-Mar-2020', 're, we are offering FREE DELIVERY* on orders'}",
25792,TURA SALONS,http://turasalons.com/services/,2,,{'0Roots Tint[ammonia free] from £40.00Full Co'},
25427,Headlines Hair & Beauty Supplies,http://headlinesbeauty.com/,2,,{' Detangling Sulfate Free ShampooMSRP:Was:Now'},
46964,Wickes,http://www.wickes.co.uk/designconsultant,104,"{'25% discount', '50% off', '40% off', '30% off', '25% off', '50% discount', '15% Off', '021.*25% off', '15% off'}","{'t 2021.Home Office:^FREE home office install', 'Book your FREE design appointment ', 'OnlineHomeBook your FREE design appointmentV', 'ired to qualify for free installation. Dry F', 'ation:Free installation offer ', 'de 360° design. Our free design service also', 'ible to set up your free design consultation'}",
46964,Wickes,http://www.wickes.co.uk/cookies,1,,,"{'so track the use of voucher codes, and we use c'}"
46964,Wickes,http://www.wickes.co.uk/tradepro/sign-up,2,,,"{'des delivery & gift vouchers. Discount on showr', 'with other discount vouchers, codes or coupons.'}"
39716,Ealing Fields Acupuncture,http://www.ealingfieldsacupuncture.co.uk/,2,,"{'safe, natural, drug-free treatment may help '}",
8657,Girl Next Door,http://www.girlnextdoorlondon.co.uk/,6,,"{'uses vegan, cruelty free products and where ', 'possible is plastic free. Forever conscious ', ' and virtually pain-free experience.Lip/Chin'}",
48143,MLE Skincare Ltd,https://www.atopalm.co.uk/face-cream-s/1630.htm,4,,"{'ve skin are paraben free,  made with natural', ' now available as a free travel-sized sample'}",
48143,MLE Skincare Ltd,https://www.atopalm.co.uk/Atoplam-Moisturising-Facial-Cleansing-Foam-p/75703.htm,2,,"{'our gentle, Paraben free, moisturising foam.'}",
48171,All Grease Gone - Industrial Cleaning & Ventilation Cleaning,https://grease-gone.co.uk/commercial-cleaning/ovens/,4,,"{""Enquireor Request a free non-obligatory 'sit"", 'ck away from a Dust Free Facility, We have p'}",
48171,All Grease Gone - Industrial Cleaning & Ventilation Cleaning,https://grease-gone.co.uk/commercial-cleaning/office/,7,,"{'Enquireor Request a free non-obligatory site', 'fice activities are free of interruption and', 'ck away from a Dust Free Facility, We have p'}",{'o back that up with memberships to some of the str'}
48171,All Grease Gone - Industrial Cleaning & Ventilation Cleaning,https://grease-gone.co.uk/commercial-cleaning/end-of-tenancy-cleaning/,6,,"{'ooking for a stress free handover to new ten', ""Enquireor Request a free non-obligatory 'sit"", 'ts wanting a stress free handover to their l'}",
25394,Holistic Health,http://www.holistichealthhackney.co.uk/,7,,,"{'ouch with your gift voucher number so we can no', 'l receive your gift voucher within 24 hours.Rea', 'en purchasing  gift vouchers!', 'touch.Read moreGift Vouchers Extended - Covid U', 'ill honour any gift vouchers that may have expi', 'ssage.Read moreGift VouchersWe are making thing', 'send you a PDF gift voucher. No fuss!'}"
25394,Holistic Health,http://www.holistichealthhackney.co.uk/blog/detail/happy-valentines-our-valued-customers.html,3,,,"{'e be aware that the voucher expires after 3 mon', 'would like the gift voucher to display a value ', 'can purchase a gift voucher in person, over the'}"
25394,Holistic Health,http://www.holistichealthhackney.co.uk/blog/detail/happy-mother-s-day.html,1,,,"{'me-time with a gift voucher, or a treatment her'}"
25394,Holistic Health,http://www.holistichealthhackney.co.uk/blog/detail/gift-vouchers-paypal.html,2,,,"{'ntacthome>blog>Gift VouchersGift VouchersNovemb', 'Gift Vouchers | Holistic Health '}"
38396,Locó Food and Wine,https://deliveroo.co.uk/menu/london/brixton/loco-24hr-off-license?utm_campaign=organic&utm_medium=referrer&utm_source=menu_share,1,,,{'ring blogDesign blogGift CardsCareersRestaurant s'}
8294,Royal Exchange Grind,https://grind.co.uk/pages/royal-exchange-grind,18,,"{""ws! You've got free UK shipping on this"", 'epeats everyweeks.-+Free Grind TinAll subscr', 'iptions include a free refillable pink tin', ""rs!You're£away from free UK shipping.Good ne""}","{'rd300Please enter a gift card messageAdd to cartS', 'ift a SubscriptionShop our produc', ' athello@grind.co.ukSubscribe now.Sign up to ou', 'espresso®PodsSubscribe to Whole Bean Cof', "" UK shipping on all subscription orders!You're£"", '-+Free Grind TinAll subscriptions include a fre', 'ift a SubscriptionVisit usReserve', 'feeSubscribe to Ground CoffeeG', 'ndlessly Refillable.Subscribe NowEverything Els', 'etsPreorder our BookSubscriptionsSubscribe to N'}"
8877,Dave's Barbers,http://davesbarbers.co.uk/,2,,"{'e, clean and hassle-free.  And surely this m'}",
8302,Aesthetics of Essex,https://aestheticsofessex.co.uk/,2,,{' TreatmentsGet Your Free Consultation-- Trea'},
8302,Aesthetics of Essex,https://aestheticsofessex.co.uk/pricing-list/,19,{'50% off'},"{'708 225555TO BOOK A FREE CONSULATION ON ANY ', ' (3 sessions plus 1 free)Course price per se', 'Pay for 9 get 3 for free!HydraFacialHydrafac', 'Pay for 9 get 3 for free!ZO Stimulator PeelF'}",{'oin Our Mailing ListSubscribeBy Checking this b'}
8302,Aesthetics of Essex,https://aestheticsofessex.co.uk/products/,9,,"{'l - 140mlGentle Oil Free Make Up Remover - 1', 'tive Mask - 56mlOil Free SPF40+ Sunscreen - ', '708 225555TO BOOK A FREE CONSULATION ON ANY ', 'e Exfoliant 60mlOil Free Moisturizer 60mlDai'}",{'oin Our Mailing ListSubscribeBy Checking this b'}
8302,Aesthetics of Essex,https://aestheticsofessex.co.uk/treatments/colonic-irrigation-essex/,5,,"{'708 225555TO BOOK A FREE CONSULATION ON ANY ', 'otherapist.Get Your Free Consultation-- Trea'}",{'oin Our Mailing ListSubscribeBy Checking this b'}
8771,Anywhere Parties Children's Entertainers,https://www.anywhereparties.co.uk/themed-parties/,2,,{'spooktacular stress free Halloween party.Dis'},
37845,Church Pharmacy,https://www.churchpharmacy.co.uk/,18,{'90% off'},"{'al Fillers andget 3 free*T&C’s apply.Shop No', ""al fillers andget 1 free**T&C's applyShop No"", 'al Fillers andget 4 free plus a Teoxane Mice'}","{'and earn a£20 creditvoucher eachRefer NowBuy an', 'h earn a £20 credit voucher*. Sharing is caring'}"
40004,Ruislip Dental Care,https://www.ruislipdentalcare.co.uk/,4,,"{'ide you with a pain-free experience.To find ', 'nd out moreInterest Free Financespread the c'}",
8758,The Post Room Cafe,https://thepostroomcafe.co.uk/,3,,,"{' inbox.Email addressSubscribeSearch© 2021,The P', 'm MRegular price£225Subscribe to our newsletter', 'e deviceCOFFEE BEANSSUBSCRIPTIONSTEACHOCOLATECO'}"
8758,The Post Room Cafe,https://thepostroomcafe.co.uk/pages/our-story,1,,,{'archCartCOFFEE BEANSSUBSCRIPTIONSTEACHOCOLATECO'}
38845,Retford Dental Centre,http://www.retford-dental.co.uk/,2,,{'e offer an interest-free credit option that '},
9260,BAYO TheVocalCoach,http://www.bayothevocalcoach.com/,2,,{'ing this truth will free you to live your li'},
9373,S.Spa London,https://www.sliquespa.net/?utm_source=yell&utm_medium=referral&utm_campaign=yell,4,,{'lf-care in a stress-free zone.BOOK ONLINETRE'},"{'onVISIT US\u200bBuy an E-voucherABOUT USPRIVACY POLI', 'OCIAL & EVENTSBUY E-VOUCHERSCOVID GUIDE LINESMO'}"
9024,Studio SB,http://www.studio-sb.co.uk/,2,,{'t style and service.Free Advice Available wi'},
9425,TOWNHOUSE,http://mytownhouse.co.uk/,1,,,{'ssStay in touchEmailSUBSCRIBE© 2021 Townhouse G'}
9518,Stepping Stones of Greenwich,http://www.steppingstonesgreenwich.co.uk/,4,,"{'offers many choices.Free AdviceThere is alwa', '800 numbers are now FREE FROM LANDLINES and '}",
39587,Westerham Dry Cleaners,https://www.bestatlaundry.com/Westerham_Dry_Cleaners,10,{'15% OFF'},,
21671,The Honor Oak Wellness Rooms,http://www.honoroakwellnessrooms.com/,5,,"{', 2020Top14 Days Of Free Self Care Resources', 'ing you live a pain-free and healthy life.bo'}",{'ganic VegRent a roomVOUCHERS & PACKAGESSOCIALMO'}
21671,The Honor Oak Wellness Rooms,http://www.honoroakwellnessrooms.com/massage,3,,{'ookingTop14 Days Of Free Self Care Resources'},{'ganic VegRent a roomVOUCHERS & PACKAGESSOCIALMO'}
9642,Just Be Natural,http://www.justbenatural.co.uk/,9,,{'roducts are cruelty free and are definitely '},"{'eSkip to contentMenuGift CardsMy AccountTerms & C', 'valid email address.Subscribe!Something went wr', 'ral SkincareProductsGift CardsGift SetsBody CareF', ' includes money off vouchers and promotions you', 'herapy List & PricesGift CardsMy AccountCartEvent', 'ave the option to unsubscribe at any time and y', 'ton LavenderFaceFeetGift CardsGift SetsHandsLipsO'}"
9394,Brixton Hill Studios,http://brixtonhillstudios.com/,10,{'10% discount'},,
8917,"The Meridian Dental Practice, Greenwich",http://themeridiandentalpractice.co.uk/,2,,{'nd a coffee – Sugar free of course!Mon - Fri'},
24081,Benjamin Stead,https://benjaminstead.com/refer-a-friend-or-family-member,6,,"{'mily member and get free training!If you rec', 'e one. You’ll get a free session credit as a', 'viewand get another free session credit!Goog'}",
9210,Thai Healing,http://www.thaihealing.uk/,2,,{'astically fresh and free from any physical a'},
49200,J. van VLIET (London) Cash & Carry Ltd,https://www.jvanvliet.com/cc/van-vliet-london/wholesale-flowers,2,,"{'e registering, feel free to contact your pre'}",
9593,Bellesa Lashes & Brow,https://www.bellesalashesbyshe.com/,2,,"{'hes by She,and feel free to get in touch if '}",
9343,Wellness Lounge,http://www.wellnessloungechiswick.com/,3,,{'was relatively pain free. Will definitely be'},{'PPOINTMENTSSHOPGIFT VOUCHERSTHE ESSENTIALSACTIV'}
8280,Minimal FiT | Personal Trainer | Canary Wharf,https://www.minimalfit.co.uk/,6,,"{'d Mon to Fri.HASSLE FREE EATERY…Unsure what ', 'o contentSearch for:FREE GUIDESPRICINGREVIEW', 'ainer Canary Wharf (FREE 30min Consultation)'}",
8280,Minimal FiT | Personal Trainer | Canary Wharf,https://www.minimalfit.co.uk/free-guides/,12,,"{'ction contains some free tests and challenge', 'o contentSearch for:FREE GUIDESPRICINGREVIEW', 'f success with this free online testTake Tes', 'uch as possible for free.Some you can just d', ' most by taking the free test.Want to win a ', ' STIR FRYGoing meat free is good for your bo'}",
8280,Minimal FiT | Personal Trainer | Canary Wharf,https://www.minimalfit.co.uk/1-to-1-personal-training/,2,,{'o contentSearch for:FREE GUIDESPRICINGREVIEW'},
8280,Minimal FiT | Personal Trainer | Canary Wharf,https://www.minimalfit.co.uk/personal-training-studio-canary-wharf/,4,,"{'e 100% safe.I offer free advice and will nev', 'o contentSearch for:FREE GUIDESPRICINGREVIEW'}",
24854,Moore & Sons Butchers Ltd,http://www.mooreandsonsbutchers.co.uk/,19,{'10% discount'},"{'get special offers, free giveaways, and once'}","{'als.Enter your emailSubscribeInstagramFacebook©', 'ausagesVealChristmasGift CardsAbout usContactFAQO', 'pes!Enter your emailSubscribeNo, thanks""Close (', 'saveSign up and saveSubscribe to get special of', 'als.Enter your emailSubscribePrivacy PolicyRefu', 'ausagesVealChristmasGift CardsSearch""Close (esc)""', 'iersSign up and saveSubscribe to get special of'}"
24854,Moore & Sons Butchers Ltd,http://www.mooreandsonsbutchers.co.uk/pages/contact,7,,"{'get special offers, free giveaways, and once'}","{'pes!Enter your emailSubscribeNo, thanks""Close (', 'ausagesVealChristmasGift CardsAbout usContactFAQO', 'als.Enter your emailSubscribeInstagramFacebook©', 'saveSign up and saveSubscribe to get special of', 'ausagesVealChristmasGift CardsSearch""Close (esc)""'}"
